year,source,measure,value
1963,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.2
1963,Population_and_vital_statistics,infant_mortality_000_live_born,42.9
1963,Population_and_vital_statistics,marriages_total,84387
1963,Population_and_vital_statistics,marriages_000_inhabitant,8.4
1963,Population_and_vital_statistics,divorces_total,18364
1963,Population_and_vital_statistics,divorces_000_inhabitant,1.8
1963,Population_and_vital_statistics,abortion_total,173835
1963,Population_and_vital_statistics,abortion_000_live_birth,131.4
1963,Population_and_vital_statistics,fertitlity_rate_total,1.82
1963,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.61
1963,Population_and_vital_statistics,avg_life_expect_at_birth_F,71.20
1963,Population_and_vital_statistics,death_by_infectious_and_parasitic,3256
1963,Population_and_vital_statistics,death_by_neoplasm,18460
1963,Population_and_vital_statistics,death_by_circulatory_system_disease,49241
1963,Population_and_vital_statistics,death_by_respitory_system_disease,4880
1963,Population_and_vital_statistics,death_by_digestive_system_disease,4148
1963,Population_and_vital_statistics,death_by_accidents,4259
1963,Population_and_vital_statistics,death_by_suicides,2699
1963,Population_and_vital_statistics,death_by_other,12928
1964,Population_and_vital_statistics,population_0101_000,10108
1964,Population_and_vital_statistics,live_birth_total,132141
1964,Population_and_vital_statistics,live_birth_000_inhabitant,13.1
1964,Population_and_vital_statistics,deaths_total,100830
1964,Population_and_vital_statistics,deaths_000_inhabitant,10.0
1964,Population_and_vital_statistics,natural_incr_decr_toal,31311
1964,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.1
1964,Population_and_vital_statistics,infant_mortality_000_live_born,40.0
1964,Population_and_vital_statistics,marriages_total,87581
1964,Population_and_vital_statistics,marriages_000_inhabitant,8.7
1964,Population_and_vital_statistics,divorces_total,19700
1964,Population_and_vital_statistics,divorces_000_inhabitant,1.9
1964,Population_and_vital_statistics,abortion_total,184367
1964,Population_and_vital_statistics,abortion_000_live_birth,139.5
1964,Population_and_vital_statistics,fertitlity_rate_total,1.80
1964,Population_and_vital_statistics,avg_life_expect_at_birth_M,67.01
1964,Population_and_vital_statistics,avg_life_expect_at_birth_F,71.78
1964,Population_and_vital_statistics,death_by_infectious_and_parasitic,3305
1964,Population_and_vital_statistics,death_by_neoplasm,19171
1964,Population_and_vital_statistics,death_by_circulatory_system_disease,51274
1964,Population_and_vital_statistics,death_by_respitory_system_disease,4323
1964,Population_and_vital_statistics,death_by_digestive_system_disease,4004
1964,Population_and_vital_statistics,death_by_accidents,3926
1964,Population_and_vital_statistics,death_by_suicides,2890
1964,Population_and_vital_statistics,death_by_other,11937
1965,Population_and_vital_statistics,population_0101_000,10140
1965,Population_and_vital_statistics,live_birth_total,133009
1965,Population_and_vital_statistics,live_birth_000_inhabitant,13.1
1965,Population_and_vital_statistics,deaths_total,108119
1965,Population_and_vital_statistics,deaths_000_inhabitant,10.7
1965,Population_and_vital_statistics,natural_incr_decr_toal,24890
1965,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,2.4
1965,Population_and_vital_statistics,infant_mortality_000_live_born,38.8
1965,Population_and_vital_statistics,marriages_total,89611
1965,Population_and_vital_statistics,marriages_000_inhabitant,8.8
1965,Population_and_vital_statistics,divorces_total,20363
1965,Population_and_vital_statistics,divorces_000_inhabitant,2.0
1965,Population_and_vital_statistics,abortion_total,180269
1965,Population_and_vital_statistics,abortion_000_live_birth,135.5
1965,Population_and_vital_statistics,fertitlity_rate_total,1.81
1965,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.71
1965,Population_and_vital_statistics,avg_life_expect_at_birth_F,71.54
1965,Population_and_vital_statistics,death_by_infectious_and_parasitic,3099
1965,Population_and_vital_statistics,death_by_neoplasm,19822
1965,Population_and_vital_statistics,death_by_circulatory_system_disease,56293
1965,Population_and_vital_statistics,death_by_respitory_system_disease,5568
1965,Population_and_vital_statistics,death_by_digestive_system_disease,4224
1965,Population_and_vital_statistics,death_by_accidents,4089
1965,Population_and_vital_statistics,death_by_suicides,3029
1965,Population_and_vital_statistics,death_by_other,11995
1966,Population_and_vital_statistics,population_0101_000,10166
1966,Population_and_vital_statistics,live_birth_total,138489
1966,Population_and_vital_statistics,live_birth_000_inhabitant,13.6
1966,Population_and_vital_statistics,deaths_total,101943
1966,Population_and_vital_statistics,deaths_000_inhabitant,10.0
1966,Population_and_vital_statistics,natural_incr_decr_toal,36546
1966,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.6
1966,Population_and_vital_statistics,infant_mortality_000_live_born,38.4
1966,Population_and_vital_statistics,marriages_total,93230
1966,Population_and_vital_statistics,marriages_000_inhabitant,9.2
1966,Population_and_vital_statistics,divorces_total,20631
1966,Population_and_vital_statistics,divorces_000_inhabitant,2.0
1966,Population_and_vital_statistics,abortion_total,186773
1966,Population_and_vital_statistics,abortion_000_live_birth,134.9
1966,Population_and_vital_statistics,fertitlity_rate_total,1.88
1966,Population_and_vital_statistics,avg_life_expect_at_birth_M,67.53
1966,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.23
1966,Population_and_vital_statistics,death_by_infectious_and_parasitic,2754
1966,Population_and_vital_statistics,death_by_neoplasm,20463
1966,Population_and_vital_statistics,death_by_circulatory_system_disease,51418
1966,Population_and_vital_statistics,death_by_respitory_system_disease,4354
1966,Population_and_vital_statistics,death_by_digestive_system_disease,4255
1966,Population_and_vital_statistics,death_by_accidents,4007
1966,Population_and_vital_statistics,death_by_suicides,3011
1966,Population_and_vital_statistics,death_by_other,11681
1967,Population_and_vital_statistics,population_0101_000,10203
1967,Population_and_vital_statistics,live_birth_total,148886
1967,Population_and_vital_statistics,live_birth_000_inhabitant,14.6
1967,Population_and_vital_statistics,deaths_total,109530
1967,Population_and_vital_statistics,deaths_000_inhabitant,10.7
1967,Population_and_vital_statistics,natural_incr_decr_toal,39356
1967,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.9
1967,Population_and_vital_statistics,infant_mortality_000_live_born,37.0
1967,Population_and_vital_statistics,marriages_total,96199
1967,Population_and_vital_statistics,marriages_000_inhabitant,9.4
1967,Population_and_vital_statistics,divorces_total,21078
1967,Population_and_vital_statistics,divorces_000_inhabitant,2.1
1967,Population_and_vital_statistics,abortion_total,187527
1967,Population_and_vital_statistics,abortion_000_live_birth,126.0
1967,Population_and_vital_statistics,fertitlity_rate_total,2.01
1967,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.92
1967,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.04
1967,Population_and_vital_statistics,death_by_infectious_and_parasitic,2821
1967,Population_and_vital_statistics,death_by_neoplasm,20998
1967,Population_and_vital_statistics,death_by_circulatory_system_disease,56459
1967,Population_and_vital_statistics,death_by_respitory_system_disease,5126
1967,Population_and_vital_statistics,death_by_digestive_system_disease,4420
1967,Population_and_vital_statistics,death_by_accidents,4255
1967,Population_and_vital_statistics,death_by_suicides,3200
1967,Population_and_vital_statistics,death_by_other,12251
1968,Population_and_vital_statistics,population_0101_000,10244
1968,Population_and_vital_statistics,live_birth_total,154419
1968,Population_and_vital_statistics,live_birth_000_inhabitant,15.1
1968,Population_and_vital_statistics,deaths_total,115354
1968,Population_and_vital_statistics,deaths_000_inhabitant,11.2
1968,Population_and_vital_statistics,natural_incr_decr_toal,39065
1968,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.9
1968,Population_and_vital_statistics,infant_mortality_000_live_born,35.8
1968,Population_and_vital_statistics,marriages_total,95613
1968,Population_and_vital_statistics,marriages_000_inhabitant,9.3
1968,Population_and_vital_statistics,divorces_total,21265
1968,Population_and_vital_statistics,divorces_000_inhabitant,2.1
1968,Population_and_vital_statistics,abortion_total,201096
1968,Population_and_vital_statistics,abortion_000_live_birth,130.2
1968,Population_and_vital_statistics,fertitlity_rate_total,2.06
1968,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.69
1968,Population_and_vital_statistics,avg_life_expect_at_birth_F,71.94
1968,Population_and_vital_statistics,death_by_infectious_and_parasitic,2911
1968,Population_and_vital_statistics,death_by_neoplasm,21354
1968,Population_and_vital_statistics,death_by_circulatory_system_disease,60945
1968,Population_and_vital_statistics,death_by_respitory_system_disease,7147
1968,Population_and_vital_statistics,death_by_digestive_system_disease,3987
1968,Population_and_vital_statistics,death_by_accidents,4774
1968,Population_and_vital_statistics,death_by_suicides,3460
1968,Population_and_vital_statistics,death_by_other,10776
1969,Population_and_vital_statistics,population_0101_000,10284
1969,Population_and_vital_statistics,live_birth_total,154318
1969,Population_and_vital_statistics,live_birth_000_inhabitant,15.0
1969,Population_and_vital_statistics,deaths_total,116659
1969,Population_and_vital_statistics,deaths_000_inhabitant,11.4
1969,Population_and_vital_statistics,natural_incr_decr_toal,37659
1969,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.6
1969,Population_and_vital_statistics,infant_mortality_000_live_born,35.7
1969,Population_and_vital_statistics,marriages_total,95614
1969,Population_and_vital_statistics,marriages_000_inhabitant,9.3
1969,Population_and_vital_statistics,divorces_total,21855
1969,Population_and_vital_statistics,divorces_000_inhabitant,2.1
1969,Population_and_vital_statistics,abortion_total,206817
1969,Population_and_vital_statistics,abortion_000_live_birth,134.0
1969,Population_and_vital_statistics,fertitlity_rate_total,2.03
1969,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.68
1969,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.00
1969,Population_and_vital_statistics,death_by_infectious_and_parasitic,2826
1969,Population_and_vital_statistics,death_by_neoplasm,21919
1969,Population_and_vital_statistics,death_by_circulatory_system_disease,63305
1969,Population_and_vital_statistics,death_by_respitory_system_disease,5890
1969,Population_and_vital_statistics,death_by_digestive_system_disease,4090
1969,Population_and_vital_statistics,death_by_accidents,5070
1969,Population_and_vital_statistics,death_by_suicides,3411
1969,Population_and_vital_statistics,death_by_other,10148
1970,Population_and_vital_statistics,population_0101_000,10322
1970,Population_and_vital_statistics,live_birth_total,151819
1970,Population_and_vital_statistics,live_birth_000_inhabitant,14.7
1970,Population_and_vital_statistics,deaths_total,120197
1970,Population_and_vital_statistics,deaths_000_inhabitant,11.6
1970,Population_and_vital_statistics,natural_incr_decr_toal,31622
1970,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.1
1970,Population_and_vital_statistics,infant_mortality_000_live_born,35.9
1970,Population_and_vital_statistics,marriages_total,96612
1970,Population_and_vital_statistics,marriages_000_inhabitant,9.3
1970,Population_and_vital_statistics,divorces_total,22841
1970,Population_and_vital_statistics,divorces_000_inhabitant,2.2
1970,Population_and_vital_statistics,abortion_total,192283
1970,Population_and_vital_statistics,abortion_000_live_birth,126.7
1970,Population_and_vital_statistics,fertitlity_rate_total,1.97
1970,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.31
1970,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.08
1970,Population_and_vital_statistics,death_by_infectious_and_parasitic,2774
1970,Population_and_vital_statistics,death_by_neoplasm,22639
1970,Population_and_vital_statistics,death_by_circulatory_system_disease,64280
1970,Population_and_vital_statistics,death_by_respitory_system_disease,5843
1970,Population_and_vital_statistics,death_by_digestive_system_disease,4553
1970,Population_and_vital_statistics,death_by_accidents,5626
1970,Population_and_vital_statistics,death_by_suicides,3595
1970,Population_and_vital_statistics,death_by_other,10887
1971,Population_and_vital_statistics,population_0101_000,10352
1971,Population_and_vital_statistics,live_birth_total,150640
1971,Population_and_vital_statistics,live_birth_000_inhabitant,14.5
1971,Population_and_vital_statistics,deaths_total,123009
1971,Population_and_vital_statistics,deaths_000_inhabitant,11.9
1971,Population_and_vital_statistics,natural_incr_decr_toal,27631
1971,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,2.6
1971,Population_and_vital_statistics,infant_mortality_000_live_born,35.1
1971,Population_and_vital_statistics,marriages_total,94202
1971,Population_and_vital_statistics,marriages_000_inhabitant,9.1
1971,Population_and_vital_statistics,divorces_total,23560
1971,Population_and_vital_statistics,divorces_000_inhabitant,2.3
1971,Population_and_vital_statistics,abortion_total,187425
1971,Population_and_vital_statistics,abortion_000_live_birth,124.4
1971,Population_and_vital_statistics,fertitlity_rate_total,1.92
1971,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.11
1971,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.04
1971,Population_and_vital_statistics,death_by_infectious_and_parasitic,2535
1971,Population_and_vital_statistics,death_by_neoplasm,23638
1971,Population_and_vital_statistics,death_by_circulatory_system_disease,65576
1971,Population_and_vital_statistics,death_by_respitory_system_disease,6227
1971,Population_and_vital_statistics,death_by_digestive_system_disease,4667
1971,Population_and_vital_statistics,death_by_accidents,5935
1971,Population_and_vital_statistics,death_by_suicides,3737
1971,Population_and_vital_statistics,death_by_other,10694
1972,Population_and_vital_statistics,population_0101_000,10378
1972,Population_and_vital_statistics,live_birth_total,153265
1972,Population_and_vital_statistics,live_birth_000_inhabitant,14.7
1972,Population_and_vital_statistics,deaths_total,118991
1972,Population_and_vital_statistics,deaths_000_inhabitant,11.4
1972,Population_and_vital_statistics,natural_incr_decr_toal,34274
1972,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.3
1972,Population_and_vital_statistics,infant_mortality_000_live_born,33.2
1972,Population_and_vital_statistics,marriages_total,97710
1972,Population_and_vital_statistics,marriages_000_inhabitant,9.4
1972,Population_and_vital_statistics,divorces_total,24190
1972,Population_and_vital_statistics,divorces_000_inhabitant,2.3
1972,Population_and_vital_statistics,abortion_total,179035
1972,Population_and_vital_statistics,abortion_000_live_birth,116.8
1972,Population_and_vital_statistics,fertitlity_rate_total,1.93
1972,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.85
1972,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.57
1972,Population_and_vital_statistics,death_by_infectious_and_parasitic,2245
1972,Population_and_vital_statistics,death_by_neoplasm,23862
1972,Population_and_vital_statistics,death_by_circulatory_system_disease,64138
1972,Population_and_vital_statistics,death_by_respitory_system_disease,4184
1972,Population_and_vital_statistics,death_by_digestive_system_disease,4638
1972,Population_and_vital_statistics,death_by_accidents,5755
1972,Population_and_vital_statistics,death_by_suicides,3840
1972,Population_and_vital_statistics,death_by_other,10329
1973,Population_and_vital_statistics,population_0101_000,10410
1973,Population_and_vital_statistics,live_birth_total,156224
1973,Population_and_vital_statistics,live_birth_000_inhabitant,15.0
1973,Population_and_vital_statistics,deaths_total,123366
1973,Population_and_vital_statistics,deaths_000_inhabitant,11.8
1973,Population_and_vital_statistics,natural_incr_decr_toal,32858
1973,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,3.2
1973,Population_and_vital_statistics,infant_mortality_000_live_born,33.8
1973,Population_and_vital_statistics,marriages_total,101614
1973,Population_and_vital_statistics,marriages_000_inhabitant,9.7
1973,Population_and_vital_statistics,divorces_total,25354
1973,Population_and_vital_statistics,divorces_000_inhabitant,2.4
1973,Population_and_vital_statistics,abortion_total,169650
1973,Population_and_vital_statistics,abortion_000_live_birth,108.6
1973,Population_and_vital_statistics,fertitlity_rate_total,1.95
1973,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.65
1973,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.49
1973,Population_and_vital_statistics,death_by_infectious_and_parasitic,2283
1973,Population_and_vital_statistics,death_by_neoplasm,24515
1973,Population_and_vital_statistics,death_by_circulatory_system_disease,66286
1973,Population_and_vital_statistics,death_by_respitory_system_disease,5158
1973,Population_and_vital_statistics,death_by_digestive_system_disease,4970
1973,Population_and_vital_statistics,death_by_accidents,5745
1973,Population_and_vital_statistics,death_by_suicides,3845
1973,Population_and_vital_statistics,death_by_other,10564
1974,Population_and_vital_statistics,population_0101_000,10442
1974,Population_and_vital_statistics,live_birth_total,186288
1974,Population_and_vital_statistics,live_birth_000_inhabitant,17.8
1974,Population_and_vital_statistics,deaths_total,125816
1974,Population_and_vital_statistics,deaths_000_inhabitant,12.0
1974,Population_and_vital_statistics,natural_incr_decr_toal,60472
1974,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,5.8
1974,Population_and_vital_statistics,infant_mortality_000_live_born,34.3
1974,Population_and_vital_statistics,marriages_total,99962
1974,Population_and_vital_statistics,marriages_000_inhabitant,9.5
1974,Population_and_vital_statistics,divorces_total,24517
1974,Population_and_vital_statistics,divorces_000_inhabitant,2.3
1974,Population_and_vital_statistics,abortion_total,102022
1974,Population_and_vital_statistics,abortion_000_live_birth,54.8
1974,Population_and_vital_statistics,fertitlity_rate_total,2.30
1974,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.52
1974,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.38
1974,Population_and_vital_statistics,death_by_infectious_and_parasitic,2148
1974,Population_and_vital_statistics,death_by_neoplasm,25622
1974,Population_and_vital_statistics,death_by_circulatory_system_disease,65914
1974,Population_and_vital_statistics,death_by_respitory_system_disease,5006
1974,Population_and_vital_statistics,death_by_digestive_system_disease,5219
1974,Population_and_vital_statistics,death_by_accidents,6086
1974,Population_and_vital_statistics,death_by_suicides,4262
1974,Population_and_vital_statistics,death_by_other,11559
1975,Population_and_vital_statistics,population_0101_000,10501
1975,Population_and_vital_statistics,live_birth_total,194240
1975,Population_and_vital_statistics,live_birth_000_inhabitant,18.4
1975,Population_and_vital_statistics,deaths_total,131102
1975,Population_and_vital_statistics,deaths_000_inhabitant,12.4
1975,Population_and_vital_statistics,natural_incr_decr_toal,63138
1975,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,6.0
1975,Population_and_vital_statistics,infant_mortality_000_live_born,32.8
1975,Population_and_vital_statistics,marriages_total,103775
1975,Population_and_vital_statistics,marriages_000_inhabitant,9.9
1975,Population_and_vital_statistics,divorces_total,25997
1975,Population_and_vital_statistics,divorces_000_inhabitant,2.5
1975,Population_and_vital_statistics,abortion_total,96212
1975,Population_and_vital_statistics,abortion_000_live_birth,49.5
1975,Population_and_vital_statistics,fertitlity_rate_total,2.38
1975,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.29
1975,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.42
1975,Population_and_vital_statistics,death_by_infectious_and_parasitic,1969
1975,Population_and_vital_statistics,death_by_neoplasm,25972
1975,Population_and_vital_statistics,death_by_circulatory_system_disease,67919
1975,Population_and_vital_statistics,death_by_respitory_system_disease,7174
1975,Population_and_vital_statistics,death_by_digestive_system_disease,5439
1975,Population_and_vital_statistics,death_by_accidents,6343
1975,Population_and_vital_statistics,death_by_suicides,4052
1975,Population_and_vital_statistics,death_by_other,12234
1976,Population_and_vital_statistics,population_0101_000,10563
1976,Population_and_vital_statistics,live_birth_total,185405
1976,Population_and_vital_statistics,live_birth_000_inhabitant,17.5
1976,Population_and_vital_statistics,deaths_total,132240
1976,Population_and_vital_statistics,deaths_000_inhabitant,12.5
1976,Population_and_vital_statistics,natural_incr_decr_toal,53165
1976,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,5.0
1976,Population_and_vital_statistics,infant_mortality_000_live_born,29.8
1976,Population_and_vital_statistics,marriages_total,100472
1976,Population_and_vital_statistics,marriages_000_inhabitant,9.5
1976,Population_and_vital_statistics,divorces_total,27075
1976,Population_and_vital_statistics,divorces_000_inhabitant,2.6
1976,Population_and_vital_statistics,abortion_total,94720
1976,Population_and_vital_statistics,abortion_000_live_birth,51.1
1976,Population_and_vital_statistics,fertitlity_rate_total,2.26
1976,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.60
1976,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.50
1976,Population_and_vital_statistics,death_by_infectious_and_parasitic,1971
1976,Population_and_vital_statistics,death_by_neoplasm,26374
1976,Population_and_vital_statistics,death_by_circulatory_system_disease,68712
1976,Population_and_vital_statistics,death_by_respitory_system_disease,6497
1976,Population_and_vital_statistics,death_by_digestive_system_disease,5828
1976,Population_and_vital_statistics,death_by_accidents,6228
1976,Population_and_vital_statistics,death_by_suicides,4307
1976,Population_and_vital_statistics,death_by_other,12323
1977,Population_and_vital_statistics,population_0101_000,10615
1977,Population_and_vital_statistics,live_birth_total,177574
1977,Population_and_vital_statistics,live_birth_000_inhabitant,16.7
1977,Population_and_vital_statistics,deaths_total,132031
1977,Population_and_vital_statistics,deaths_000_inhabitant,12.4
1977,Population_and_vital_statistics,natural_incr_decr_toal,45543
1977,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,4.3
1977,Population_and_vital_statistics,infant_mortality_000_live_born,26.2
1977,Population_and_vital_statistics,marriages_total,97015
1977,Population_and_vital_statistics,marriages_000_inhabitant,9.1
1977,Population_and_vital_statistics,divorces_total,27167
1977,Population_and_vital_statistics,divorces_000_inhabitant,2.6
1977,Population_and_vital_statistics,abortion_total,89096
1977,Population_and_vital_statistics,abortion_000_live_birth,50.2
1977,Population_and_vital_statistics,fertitlity_rate_total,2.17
1977,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.67
1977,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.99
1977,Population_and_vital_statistics,death_by_infectious_and_parasitic,1720
1977,Population_and_vital_statistics,death_by_neoplasm,26547
1977,Population_and_vital_statistics,death_by_circulatory_system_disease,67899
1977,Population_and_vital_statistics,death_by_respitory_system_disease,7247
1977,Population_and_vital_statistics,death_by_digestive_system_disease,5865
1977,Population_and_vital_statistics,death_by_accidents,6747
1977,Population_and_vital_statistics,death_by_suicides,4292
1977,Population_and_vital_statistics,death_by_other,11714
1978,Population_and_vital_statistics,population_0101_000,10660
1978,Population_and_vital_statistics,live_birth_total,168160
1978,Population_and_vital_statistics,live_birth_000_inhabitant,15.8
1978,Population_and_vital_statistics,deaths_total,140121
1978,Population_and_vital_statistics,deaths_000_inhabitant,13.1
1978,Population_and_vital_statistics,natural_incr_decr_toal,28039
1978,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,2.7
1978,Population_and_vital_statistics,infant_mortality_000_live_born,24.4
1978,Population_and_vital_statistics,marriages_total,92438
1978,Population_and_vital_statistics,marriages_000_inhabitant,8.7
1978,Population_and_vital_statistics,divorces_total,28407
1978,Population_and_vital_statistics,divorces_000_inhabitant,2.7
1978,Population_and_vital_statistics,abortion_total,83545
1978,Population_and_vital_statistics,abortion_000_live_birth,49.7
1978,Population_and_vital_statistics,fertitlity_rate_total,2.08
1978,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.08
1978,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.74
1978,Population_and_vital_statistics,death_by_infectious_and_parasitic,1715
1978,Population_and_vital_statistics,death_by_neoplasm,27464
1978,Population_and_vital_statistics,death_by_circulatory_system_disease,73213
1978,Population_and_vital_statistics,death_by_respitory_system_disease,8048
1978,Population_and_vital_statistics,death_by_digestive_system_disease,6486
1978,Population_and_vital_statistics,death_by_accidents,7356
1978,Population_and_vital_statistics,death_by_suicides,4610
1978,Population_and_vital_statistics,death_by_other,11229
1979,Population_and_vital_statistics,population_0101_000,10687
1979,Population_and_vital_statistics,live_birth_total,160364
1979,Population_and_vital_statistics,live_birth_000_inhabitant,15.0
1979,Population_and_vital_statistics,deaths_total,136829
1979,Population_and_vital_statistics,deaths_000_inhabitant,12.8
1979,Population_and_vital_statistics,natural_incr_decr_toal,23535
1979,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,2.2
1979,Population_and_vital_statistics,infant_mortality_000_live_born,24.0
1979,Population_and_vital_statistics,marriages_total,87172
1979,Population_and_vital_statistics,marriages_000_inhabitant,8.1
1979,Population_and_vital_statistics,divorces_total,27606
1979,Population_and_vital_statistics,divorces_000_inhabitant,2.6
1979,Population_and_vital_statistics,abortion_total,80767
1979,Population_and_vital_statistics,abortion_000_live_birth,50.4
1979,Population_and_vital_statistics,fertitlity_rate_total,2.02
1979,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.12
1979,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.03
1979,Population_and_vital_statistics,death_by_infectious_and_parasitic,1511
1979,Population_and_vital_statistics,death_by_neoplasm,27313
1979,Population_and_vital_statistics,death_by_circulatory_system_disease,71923
1979,Population_and_vital_statistics,death_by_respitory_system_disease,7242
1979,Population_and_vital_statistics,death_by_digestive_system_disease,6620
1979,Population_and_vital_statistics,death_by_accidents,7176
1979,Population_and_vital_statistics,death_by_suicides,4770
1979,Population_and_vital_statistics,death_by_other,10274
1980,Population_and_vital_statistics,population_0101_000,10709
1980,Population_and_vital_statistics,live_birth_total,148673
1980,Population_and_vital_statistics,live_birth_000_inhabitant,13.9
1980,Population_and_vital_statistics,deaths_total,145355
1980,Population_and_vital_statistics,deaths_000_inhabitant,13.6
1980,Population_and_vital_statistics,natural_incr_decr_toal,3318
1980,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,0.3
1980,Population_and_vital_statistics,infant_mortality_000_live_born,23.2
1980,Population_and_vital_statistics,marriages_total,80331
1980,Population_and_vital_statistics,marriages_000_inhabitant,7.5
1980,Population_and_vital_statistics,divorces_total,27797
1980,Population_and_vital_statistics,divorces_000_inhabitant,2.6
1980,Population_and_vital_statistics,abortion_total,80882
1980,Population_and_vital_statistics,abortion_000_live_birth,54.4
1980,Population_and_vital_statistics,fertitlity_rate_total,1.92
1980,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.45
1980,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.70
1980,Population_and_vital_statistics,death_by_infectious_and_parasitic,1523
1980,Population_and_vital_statistics,death_by_neoplasm,27937
1980,Population_and_vital_statistics,death_by_circulatory_system_disease,76923
1980,Population_and_vital_statistics,death_by_respitory_system_disease,10031
1980,Population_and_vital_statistics,death_by_digestive_system_disease,7038
1980,Population_and_vital_statistics,death_by_accidents,7158
1980,Population_and_vital_statistics,death_by_suicides,4809
1980,Population_and_vital_statistics,death_by_other,9936
1981,Population_and_vital_statistics,population_0101_000,10705
1981,Population_and_vital_statistics,live_birth_total,142890
1981,Population_and_vital_statistics,live_birth_000_inhabitant,13.4
1981,Population_and_vital_statistics,deaths_total,144757
1981,Population_and_vital_statistics,deaths_000_inhabitant,13.5
1981,Population_and_vital_statistics,natural_incr_decr_toal,-1867
1981,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-0.2
1981,Population_and_vital_statistics,infant_mortality_000_live_born,20.8
1981,Population_and_vital_statistics,marriages_total,77131
1981,Population_and_vital_statistics,marriages_000_inhabitant,7.2
1981,Population_and_vital_statistics,divorces_total,27426
1981,Population_and_vital_statistics,divorces_000_inhabitant,2.6
1981,Population_and_vital_statistics,abortion_total,78421
1981,Population_and_vital_statistics,abortion_000_live_birth,54.9
1981,Population_and_vital_statistics,fertitlity_rate_total,1.88
1981,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.46
1981,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.86
1981,Population_and_vital_statistics,death_by_infectious_and_parasitic,1409
1981,Population_and_vital_statistics,death_by_neoplasm,28263
1981,Population_and_vital_statistics,death_by_circulatory_system_disease,77307
1981,Population_and_vital_statistics,death_by_respitory_system_disease,8334
1981,Population_and_vital_statistics,death_by_digestive_system_disease,7499
1981,Population_and_vital_statistics,death_by_accidents,7381
1981,Population_and_vital_statistics,death_by_suicides,4880
1981,Population_and_vital_statistics,death_by_other,9684
1982,Population_and_vital_statistics,population_0101_000,10695
1982,Population_and_vital_statistics,live_birth_total,133559
1982,Population_and_vital_statistics,live_birth_000_inhabitant,12.5
1982,Population_and_vital_statistics,deaths_total,144318
1982,Population_and_vital_statistics,deaths_000_inhabitant,13.5
1982,Population_and_vital_statistics,natural_incr_decr_toal,-10759
1982,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-1.0
1982,Population_and_vital_statistics,infant_mortality_000_live_born,20.0
1982,Population_and_vital_statistics,marriages_total,75550
1982,Population_and_vital_statistics,marriages_000_inhabitant,7.1
1982,Population_and_vital_statistics,divorces_total,28587
